江西本地,#genre#
山东卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil
黑龙江卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil
东南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226677/51176347.smil
云南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226937/72640386.smil
吉林卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226831/59814731.smil
西藏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225570/iptv101725.smil
广西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226954/71778425.smil
宁夏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225747/iptv101619.smil
河南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226842/59814787.smil
重庆卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226638/51813388.smil
甘肃卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221227039/87447727.smil
海南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226933/70442779.smil
四川卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226693/51813384.smil
山西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225551/iptv7966.smil
贵州卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226833/59814738.smil
青海卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225589/iptv7985.smil
陕西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225755/iptv101726.smil
内蒙古卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225591/iptv7986.smil
新疆卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225550/iptv61197.smil
兵团卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225753/iptv101723.smil
河北卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226821/59781859.smil
山东教育,rtsp://115.153.254.81/PLTV/88888888/224/3221226980/85722602.smil
厦门卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226982/85722609.smil
三沙卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226984/85722645.smil

中国教育1,rtsp://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil
中国教育2,rtsp://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil
中国教育4频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226905/65242632.smil
优优宝贝,rtsp://115.153.254.81/PLTV/88888888/224/3221227050/86502131.smil
少儿动画,rtsp://115.153.254.81/PLTV/88888888/224/3221227006/86440922.smil
早教,rtsp://115.153.254.81/PLTV/88888888/224/3221227007/86441065.smil
动画,rtsp://115.153.254.81/PLTV/88888888/224/3221227009/86502150.smil
金鹰卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221226972/80382319.smil
炫动卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225583/iptv7982.smil
江西少儿频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226938/68733921.smil
卡酷卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225566/iptv101695.smil
嘉佳卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225588/10000100000000060000000000140157_0.smil
好学生,rtsp://115.153.254.81/PLTV/88888888/224/3221227026/86441141.smil


CHC高清电影,rtsp://115.153.254.81/PLTV/88888888/224/3221226990/86128784.smil
CHC家庭影院,rtsp://115.153.254.81/PLTV/88888888/224/3221226959/86128800.smil
CHC动作电影,rtsp://115.153.254.81/PLTV/88888888/224/3221226992/86128817.smil
欢笑剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221225734/10000100000000060000000000901456_0.smil
都市剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221225738/10000100000000060000000000901499_0.smil
华数精彩影视,rtsp://115.153.254.81/PLTV/88888888/224/3221227052/86502219.smil
第一剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226961/86128891.smil
风云音乐,rtsp://115.153.254.81/PLTV/88888888/224/3221226994/86128897.smil
风云剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226963/86128874.smil
怀旧剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226996/86128881.smil
热播剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227008/86440955.smil
经典电影,rtsp://115.153.254.81/PLTV/88888888/224/3221227010/86440860.smil
爱综艺,rtsp://115.153.254.81/PLTV/88888888/224/3221226983/86440966.smil
爱体育,rtsp://115.153.254.81/PLTV/88888888/224/3221227012/86440946.smil
爱电影,rtsp://115.153.254.81/PLTV/88888888/224/3221226985/86441021.smil
爱大剧,rtsp://115.153.254.81/PLTV/88888888/224/3221227014/86441032.smil
IPTV谍战剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227016/86441085.smil
IPTV相声小品,rtsp://115.153.254.81/PLTV/88888888/224/3221226989/86441091.smil
IPTV野外,rtsp://115.153.254.81/PLTV/88888888/224/3221226991/86441042.smil
IPTV法治,rtsp://115.153.254.81/PLTV/88888888/224/3221226993/86440997.smil
城市剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227018/86441003.smil
军旅剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221226995/86441107.smil
古装剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227020/86441115.smil
喜剧影院,rtsp://115.153.254.81/PLTV/88888888/224/3221226997/86441126.smil
动作影院,rtsp://115.153.254.81/PLTV/88888888/224/3221226999/86441130.smil
家庭影院,rtsp://115.153.254.81/PLTV/88888888/224/3221227022/86441136.smil
音乐现场,rtsp://115.153.254.81/PLTV/88888888/224/3221227001/86441055.smil
武侠剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227003/86441017.smil
爱生活,rtsp://115.153.254.81/PLTV/88888888/224/3221227024/86441150.smil
收视指南,rtsp://115.153.254.81/PLTV/88888888/224/3221226987/86440886.smil


CCTV5,rtsp://115.153.254.81/PLTV/88888888/224/3221226852/63329574.smil
CCTV5+,rtsp://115.153.254.81/PLTV/88888888/224/3221226976/85722488.smil
央视台球,rtsp://115.153.254.81/PLTV/88888888/224/3221226955/86106661.smil
高网,rtsp://115.153.254.81/PLTV/88888888/224/3221227036/86502103.smil
足球,rtsp://115.153.254.81/PLTV/88888888/224/3221227019/86502107.smil
高尔夫网球,rtsp://115.153.254.81/PLTV/88888888/224/3221226967/86128985.smil
爱体育高清,rtsp://115.153.254.81/PLTV/88888888/224/3221227044/86502115.smil
爱体育,rtsp://115.153.254.81/PLTV/88888888/224/3221227012/86440946.smil
先锋乒羽,rtsp://115.153.254.81/PLTV/88888888/224/3221226935/72307307.smil


世界地理,rtsp://115.153.254.81/PLTV/88888888/224/3221226965/86128966.smil
女性时尚,rtsp://115.153.254.81/PLTV/88888888/224/3221226998/86128978.smil
高尔夫网球,rtsp://115.153.254.81/PLTV/88888888/224/3221226967/86128985.smil
风云足球,rtsp://115.153.254.81/PLTV/88888888/224/3221227000/86128919.smil
电视指南,rtsp://115.153.254.81/PLTV/88888888/224/3221226969/86129034.smil
兵器科技,rtsp://115.153.254.81/PLTV/88888888/224/3221227004/86132185.smil
纪实人文,rtsp://115.153.254.81/PLTV/88888888/224/3221225951/10000100000000060000000000905987_0.smil
乐游,rtsp://115.153.254.81/PLTV/88888888/224/3221227041/87703526.smil
法治天地,rtsp://115.153.254.81/PLTV/88888888/224/3221225607/iptv7994.smil
生活时尚,rtsp://115.153.254.81/PLTV/88888888/224/3221225603/iptv7992.smil
金色频道,rtsp://115.153.254.81/PLTV/88888888/224/3221225621/iptv8001.smil
财富天下,rtsp://115.153.254.81/PLTV/88888888/224/3221227068/95616594.smil
国学,rtsp://115.153.254.81/PLTV/88888888/224/3221226797/59781463.smil
动漫秀场,rtsp://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil
游戏风云,rtsp://115.153.254.81/PLTV/88888888/224/3221225615/iptv7998.smil
文物宝库,rtsp://115.153.254.81/PLTV/88888888/224/3221226808/59781526.smil
东方财经,rtsp://115.153.254.81/PLTV/88888888/224/3221225609/iptv7995.smil
求索纪录,rtsp://115.153.254.81/PLTV/88888888/224/3221227035/86502224.smil
茶,rtsp://115.153.254.81/PLTV/88888888/224/3221226832/59781969.smil
快乐垂钓,rtsp://115.153.254.81/PLTV/88888888/224/3221226834/59781974.smil
梨园,rtsp://115.153.254.81/PLTV/88888888/224/3221226822/59781815.smil
武术世界,rtsp://115.153.254.81/PLTV/88888888/224/3221226824/59781846.smil
金鹰纪实,rtsp://115.153.254.81/PLTV/88888888/224/3221226823/59781863.smil
先锋乒羽,rtsp://115.153.254.81/PLTV/88888888/224/3221226935/72307307.smil
汽摩,rtsp://115.153.254.81/PLTV/88888888/224/3221226819/59781852.smil
爱体育高清,rtsp://115.153.254.81/PLTV/88888888/224/3221227044/86502115.smil
爱上4K,rtsp://115.153.254.81/PLTV/88888888/224/3221227025/86502164.smil
书画,rtsp://115.153.254.81/PLTV/88888888/224/3221226971/86128924.smil
新动漫,rtsp://115.153.254.81/PLTV/88888888/224/3221226973/86129004.smil
环球奇观,rtsp://115.153.254.81/PLTV/88888888/224/3221226977/86128939.smil
中华特产,rtsp://115.153.254.81/PLTV/88888888/224/3221227046/86502168.smil
四海钓鱼,rtsp://115.153.254.81/PLTV/88888888/224/3221227048/86502173.smil
车迷,rtsp://115.153.254.81/PLTV/88888888/224/3221227027/86502211.smil
生态环境,rtsp://115.153.254.81/PLTV/88888888/224/3221227029/86502215.smil
家庭理财,rtsp://115.153.254.81/PLTV/88888888/224/3221227031/86502127.smil
环球旅游,rtsp://115.153.254.81/PLTV/88888888/224/3221227033/86502177.smil
证券服务,rtsp://115.153.254.81/PLTV/88888888/224/3221227043/89471982.smil
百姓健康,rtsp://115.153.254.81/PLTV/88888888/224/3221227047/89471925.smil
魅力时尚,rtsp://115.153.254.81/PLTV/88888888/224/3221226981/86440822.smil
精选,rtsp://115.153.254.81/PLTV/88888888/224/3221227005/86441212.smil
戏曲,rtsp://115.153.254.81/PLTV/88888888/224/3221227030/86441159.smil
鉴赏,rtsp://115.153.254.81/PLTV/88888888/224/3221227011/86502050.smil
墨宝,rtsp://115.153.254.81/PLTV/88888888/224/3221227032/86502054.smil
光影,rtsp://115.153.254.81/PLTV/88888888/224/3221227013/86502094.smil
台球,rtsp://115.153.254.81/PLTV/88888888/224/3221227034/86502060.smil
美人,rtsp://115.153.254.81/PLTV/88888888/224/3221227015/86502099.smil
武术,rtsp://115.153.254.81/PLTV/88888888/224/3221227017/86502065.smil
高网,rtsp://115.153.254.81/PLTV/88888888/224/3221227036/86502103.smil
足球,rtsp://115.153.254.81/PLTV/88888888/224/3221227019/86502107.smil
军事,rtsp://115.153.254.81/PLTV/88888888/224/3221227038/86502156.smil
地理,rtsp://115.153.254.81/PLTV/88888888/224/3221227040/86502111.smil
美妆,rtsp://115.153.254.81/PLTV/88888888/224/3221227021/86502160.smil
解密,rtsp://115.153.254.81/PLTV/88888888/224/3221227023/86502069.smil
星影,rtsp://115.153.254.81/PLTV/88888888/224/3221227042/86502073.smil



都市剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221225733/iptv97941.smil
法治天地,rtsp://115.153.254.81/PLTV/88888888/224/3221225607/iptv7994.smil
生活实尚,rtsp://115.153.254.81/PLTV/88888888/224/3221225603/iptv7992.smil
金色频道,rtsp://115.153.254.81/PLTV/88888888/224/3221225621/iptv8001.smil
国学频道,rtsp://115.153.254.81/PLTV/88888888/224/3221226797/59781463.smil

动漫秀场,rtsp://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil
旅游风云,rtsp://115.153.254.81/PLTV/88888888/224/3221225615/iptv7998.smil

东方财经,rtsp://115.153.254.81/PLTV/88888888/224/3221225609/iptv7995.smil

汽车摩托,rtsp://115.153.254.81/PLTV/88888888/224/3221226819/59781852.smil
全纪实,rtsp://115.153.254.81/PLTV/88888888/224/3221225605/iptv7993.smil
法治天地,rtsp://115.153.254.81/PLTV/88888888/224/3221225607/iptv7994.smil
生活时尚,rtsp://115.153.254.81/PLTV/88888888/224/3221225603/iptv7992.smil
金色频道,rtsp://115.153.254.81/PLTV/88888888/224/3221225621/iptv8001.smil
国学,rtsp://115.153.254.81/PLTV/88888888/224/3221226797/59781463.smil

动漫秀场,rtsp://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil
游戏风云,rtsp://115.153.254.81/PLTV/88888888/224/3221225615/iptv7998.smil

东方财经,rtsp://115.153.254.81/PLTV/88888888/224/3221225609/iptv7995.smil

汽摩,rtsp://115.153.254.81/PLTV/88888888/224/3221226819/59781852.smil
书画,rtsp://115.153.254.81/PLTV/88888888/224/3221226971/86128924.smil
新动漫,rtsp://115.153.254.81/PLTV/88888888/224/3221226973/86129004.smil

环球奇观,rtsp://115.153.254.81/PLTV/88888888/224/3221226977/86128939.smil
中华特产,rtsp://115.153.254.81/PLTV/88888888/224/3221227046/86502168.smil
四海钓鱼,rtsp://115.153.254.81/PLTV/88888888/224/3221227048/86502173.smil
车迷,rtsp://115.153.254.81/PLTV/88888888/224/3221227027/86502211.smil
生态环境,rtsp://115.153.254.81/PLTV/88888888/224/3221227029/86502215.smil
家庭理财,rtsp://115.153.254.81/PLTV/88888888/224/3221227031/86502127.smil
环球旅游,rtsp://115.153.254.81/PLTV/88888888/224/3221227033/86502177.smil
优优宝贝,rtsp://115.153.254.81/PLTV/88888888/224/3221227050/86502131.smil

爱生活,rtsp://115.153.254.81/PLTV/88888888/224/3221227024/86441150.smil
好学生,rtsp://115.153.254.81/PLTV/88888888/224/3221227026/86441141.smil
精选,rtsp://115.153.254.81/PLTV/88888888/224/3221227005/86441212.smil
戏曲,rtsp://115.153.254.81/PLTV/88888888/224/3221227030/86441159.smil
早教,rtsp://115.153.254.81/PLTV/88888888/224/3221227007/86441065.smil
动画,rtsp://115.153.254.81/PLTV/88888888/224/3221227009/86502150.smil
鉴赏,rtsp://115.153.254.81/PLTV/88888888/224/3221227011/86502050.smil
墨宝,rtsp://115.153.254.81/PLTV/88888888/224/3221227032/86502054.smil
光影,rtsp://115.153.254.81/PLTV/88888888/224/3221227013/86502094.smil
台球,rtsp://115.153.254.81/PLTV/88888888/224/3221227034/86502060.smil
美人,rtsp://115.153.254.81/PLTV/88888888/224/3221227015/86502099.smil
武术,rtsp://115.153.254.81/PLTV/88888888/224/3221227017/86502065.smil
高网,rtsp://115.153.254.81/PLTV/88888888/224/3221227036/86502103.smil
足球,rtsp://115.153.254.81/PLTV/88888888/224/3221227019/86502107.smil
军事,rtsp://115.153.254.81/PLTV/88888888/224/3221227038/86502156.smil
地理,rtsp://115.153.254.81/PLTV/88888888/224/3221227040/86502111.smil
美妆,rtsp://115.153.254.81/PLTV/88888888/224/3221227021/86502160.smil
解密,rtsp://115.153.254.81/PLTV/88888888/224/3221227023/86502069.smil
星影,rtsp://115.153.254.81/PLTV/88888888/224/3221227042/86502073.smil



